	SARS004_mock_3	SARS004_mock_2	SARS004_mock_1	SARS004_CoV2_3	SARS004_CoV2_2	SARS004_CoV2_1	CoV002-mock3-indexG3	CoV002-mock2-indexG2	CoV002-mock1-indexG1	CoV002-CoV2-3-indexG6	CoV002-CoV2-2-indexG5	CoV002-CoV2-1-indexG4	svRNA184-mock-3-indexF3	svRNA184-mock-1-indexF1	svRNA184-RSV-3-indexH9	svRNA184-RSV-1-indexF4	3_9_mock1_13	3_9_mock2_14	3_9_wt1_15	3_9_wt2_16
USP17L21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548I2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A9	384	360	495	298	299	768	2	2	1	4	3	3	2	0	0	0	0	1	0	0
WDR1	6087	5342	8018	6037	5713	16002	8691	5096	4001	9716	9026	7227	3330	2602	1088	826	1246	2262	2458	627
MIR3138	1	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0
ZNF518B	436	414	783	359	388	1069	204	104	66	374	259	178	88	129	44	17	58	85	178	35
CLNK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS3ST1	86	110	200	101	97	268	74	26	32	96	73	58	72	96	48	16	13	13	15	4
RAB28	113	130	242	88	96	301	240	119	116	422	250	213	117	105	33	18	54	119	133	26
LOC285547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NKX3-2	0	3	0	1	0	0	22	13	13	25	20	15	28	16	10	3	12	16	5	2
LOC285548	2	0	0	1	0	0	2	0	0	3	0	0	0	0	0	0	0	0	1	0
BOD1L1	1689	1349	2633	1335	1489	4018	1735	864	761	2293	1746	1360	922	1370	251	152	420	1038	1389	155
MIR5091	0	0	0	0	0	0	1	1	0	0	0	0	3	2	0	0	0	0	0	0
LOC152742	0	0	0	0	0	0	4	3	1	13	9	6	2	3	0	2	1	0	0	0
LOC441009	0	0	0	0	0	6	3	2	0	0	2	2	2	1	0	0	1	0	0	1
CPEB2	107	123	213	131	120	316	458	218	152	615	367	227	710	680	109	48	138	286	311	72
C1QTNF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CC2D2A	160	112	182	88	136	281	477	249	214	621	491	348	281	259	76	57	124	239	245	54
FBXL5	346	372	838	345	325	921	599	275	186	944	556	397	321	319	152	78	126	285	363	95
FAM200B	111	152	337	123	110	271	244	130	79	395	274	142	227	262	70	41	80	165	274	50
BST1	6	7	10	3	5	12	357	151	148	401	321	213	294	238	67	35	64	126	112	13
CD38	0	0	0	0	0	0	169	88	60	262	167	147	269	216	220	112	50	118	162	38
FGFBP1	4933	4370	6477	3965	4422	14173	78	32	19	115	86	69	98	84	32	34	27	53	129	47
FGFBP2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PROM1	0	4	4	0	3	1	1	0	0	3	0	0	0	2	0	1	2	2	0	0
TAPT1	121	109	177	85	99	327	288	155	87	424	258	240	305	257	66	44	60	113	130	38
TAPT1-AS1	11	7	20	6	8	35	59	16	24	51	44	38	57	46	18	8	6	21	5	1
LDB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QDPR	456	394	667	364	381	1130	867	507	390	967	846	646	772	640	214	150	141	274	333	67
CLRN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAP3	669	544	814	644	684	1987	893	546	441	2317	2022	1414	413	476	636	544	204	419	558	104
MED28	148	136	233	117	122	345	333	215	146	483	391	263	251	301	115	65	61	154	107	21
FAM184B	0	0	0	1	1	0	10	14	9	19	7	12	91	40	20	8	4	1	12	2
DCAF16	254	253	397	208	218	612	264	156	134	367	253	178	367	294	79	48	77	145	165	22
NCAPG	125	118	261	76	82	308	1594	867	472	2549	1592	1099	407	357	60	34	320	676	958	161
LCORL	31	35	59	31	40	118	120	73	49	238	133	92	43	38	13	4	32	91	102	11
SLIT2	16	3	6	7	2	17	1	0	1	0	0	0	0	0	1	0	2	1	0	1
SLIT2-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR218-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PACRGL	76	88	146	61	55	199	213	114	86	293	208	157	111	120	29	10	34	92	119	22
KCNIP4	0	0	0	0	1	0	6	2	2	18	9	2	7	17	2	4	2	2	5	2
KCNIP4-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100505912	2	4	5	1	1	5	8	3	1	6	7	4	12	12	8	5	0	2	2	0
GPR125	1032	925	1428	873	1003	2725	919	471	394	1223	935	742	790	608	289	171	158	314	401	91
GBA3	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0
MIR548AJ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPARGC1A	83	89	126	35	36	113	48	23	22	80	38	28	182	173	35	19	14	33	33	8
MIR573	0	0	0	0	2	0	1	1	0	0	1	1	0	5	0	0	0	0	0	0
DHX15	2478	2167	3548	2127	2194	5991	4286	2413	1654	6531	4871	3559	900	1363	400	219	859	1775	2317	364
SOD3	10	7	19	5	5	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC149	162	168	259	153	146	464	110	63	61	117	106	78	133	113	42	24	13	36	25	7
LGI2	0	0	0	0	0	0	7	5	5	7	3	3	3	1	0	0	1	1	3	0
SEPSECS	58	69	169	52	77	181	167	92	65	249	167	119	97	134	21	9	35	92	80	20
LOC285540	21	15	22	15	16	36	12	11	8	29	18	12	35	22	14	10	3	7	19	1
PI4K2B	59	70	175	85	98	229	371	188	154	495	323	263	101	121	39	28	61	145	165	38
ZCCHC4	76	95	118	75	62	181	153	80	46	199	154	114	119	93	76	17	29	71	65	16
ANAPC4	113	140	282	121	134	321	454	242	132	685	413	319	327	377	96	64	91	204	274	54
SLC34A2	91	85	107	94	78	156	1	0	0	0	0	0	2	2	1	0	0	0	0	0
SEL1L3	1859	1704	2760	1497	1577	4135	1885	1020	812	2464	1915	1498	1070	1142	289	210	304	542	485	105
C4orf52	176	146	214	127	112	362	406	201	162	542	410	220	473	351	124	72	66	160	134	31
RBPJ	796	725	1373	602	696	2003	736	347	205	1139	646	497	346	390	135	70	159	336	423	80
CCKAR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D19	45	50	92	31	34	110	94	66	35	192	103	82	66	52	25	7	30	57	45	8
STIM2	426	500	818	390	358	987	366	184	112	491	347	273	320	348	123	63	99	173	296	55
MIR4275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH7	448	448	787	293	283	742	0	0	0	2	0	1	1	1	1	2	1	4	0	2
ARAP2	307	328	686	307	319	764	48	28	24	81	47	28	29	35	9	3	10	16	18	2
DTHD1	3	0	4	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1239	10	7	16	4	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4orf19	87	96	162	124	109	251	3	2	1	2	1	0	2	1	0	0	0	0	0	0
RELL1	49	75	68	40	53	164	175	104	82	214	142	116	129	99	21	18	27	50	56	18
PGM2	1393	1194	1824	937	1098	2757	521	280	224	734	542	395	206	196	77	34	122	230	338	68
TBC1D1	556	500	931	509	614	1594	931	511	454	1236	957	804	568	453	219	114	162	302	472	99
PTTG2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
FLJ13197	1	0	1	0	2	0	5	1	3	7	5	7	40	56	10	2	4	8	2	0
KLF3	858	1005	2170	862	812	2329	486	261	240	813	536	375	363	452	109	46	151	254	321	80
TLR10	0	0	0	0	0	3	3	1	2	8	7	3	9	18	2	4	3	6	10	1
TLR1	9	11	11	6	16	36	48	22	18	72	37	44	80	82	18	5	13	31	37	15
TLR6	34	35	49	41	24	71	400	210	162	483	361	253	200	262	66	33	145	240	196	43
FAM114A1	1052	985	1564	962	972	2865	960	547	509	1268	1021	835	1152	968	332	218	257	472	501	104
MIR574	0	0	0	0	0	0	1	1	0	2	2	1	0	0	0	0	0	0	0	0
TMEM156	311	248	558	243	260	835	673	352	234	1228	683	523	469	496	158	111	113	276	587	90
KLHL5	1602	1457	2615	1580	1647	4621	2444	1332	956	3789	2538	1985	1301	1625	470	229	477	995	1470	268
WDR19	219	178	323	156	175	516	393	201	163	596	380	286	409	368	126	69	97	127	295	63
RFC1	1127	946	1574	815	961	2652	1430	707	593	2297	1566	1071	406	480	130	98	283	681	960	143
KLB	1	3	0	1	0	2	30	14	13	26	31	8	7	8	1	1	3	8	9	3
RPL9	11462	10655	20726	7577	8176	23343	7534	4052	3029	12168	9003	6163	11399	10516	4395	2403	1645	4543	2551	745
LIAS	108	138	246	110	138	327	195	97	74	247	208	166	262	238	75	35	56	122	103	32
LOC401127	2	3	5	4	1	16	3	0	2	6	2	0	2	1	1	0	1	1	6	1
UGDH	359	364	597	281	281	867	9715	5598	4602	14694	10440	8472	4462	4840	756	606	2650	5056	6883	1456
UGDH-AS1	9	15	9	11	11	41	50	36	30	88	57	46	65	73	13	7	17	35	14	5
SMIM14	137	131	195	104	112	305	530	278	185	766	479	347	489	394	176	111	111	246	200	38
UBE2K	1105	1019	2241	1051	1056	3254	1053	550	387	1766	1161	864	824	947	372	187	255	560	581	95
PDS5A	1758	1601	3019	1443	1478	4217	2260	1152	808	3279	2304	1761	1221	1106	315	166	567	1238	1645	330
LOC344967	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
N4BP2	96	89	197	85	98	216	253	122	99	385	227	176	127	120	46	21	77	130	185	31
RHOH	2	1	3	0	3	13	1	0	1	2	1	1	2	3	0	0	0	1	0	4
CHRNA9	2	0	2	0	1	2	4	1	6	2	6	3	0	1	1	2	0	0	0	0
RBM47	1191	1137	1572	1046	933	2987	1996	1097	795	2344	1974	1505	850	1051	266	130	427	895	805	180
MIR4802	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NSUN7	10	4	11	6	7	20	21	11	4	21	22	14	3	2	2	0	2	2	6	0
APBB2	956	828	1267	714	731	2192	331	185	139	386	301	270	173	158	87	49	75	147	199	39
UCHL1	143	85	187	110	114	332	15226	8927	6421	18167	15062	11402	20957	16224	5547	3947	2880	5391	6581	1613
LIMCH1	59	77	157	54	41	135	3669	1896	1621	5203	4074	3155	1301	1337	510	298	441	854	1032	166
PHOX2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM33	458	465	912	440	445	1330	937	419	266	1345	820	598	693	804	206	107	244	535	499	141
DCAF4L1	8	6	14	8	6	29	5	6	0	12	4	3	4	5	1	1	3	1	14	4
SLC30A9	592	470	1023	459	449	1457	896	443	296	1418	838	599	418	454	75	41	188	423	548	99
BEND4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1
SHISA3	0	0	0	1	0	0	2	0	0	1	1	0	1	4	0	0	0	1	1	2
ATP8A1	4	10	38	5	9	24	22	10	7	26	19	16	19	25	4	2	4	11	13	2
GRXCR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCTD8	0	2	0	2	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIPF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GUF1	274	281	745	281	240	792	413	236	162	639	368	351	274	327	59	33	138	280	370	91
GNPDA2	263	272	449	214	233	651	217	106	72	390	225	164	94	127	20	18	42	112	207	27
GABRG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX7B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GABRB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
COMMD8	54	58	118	61	38	148	286	161	87	508	265	210	96	77	25	10	57	123	158	33
ATP10D	844	749	1199	595	625	1797	158	82	76	200	193	112	46	58	33	15	37	83	68	13
CORIN	7	4	5	4	8	8	1	0	0	1	0	0	5	3	0	0	0	0	0	0
NFXL1	132	105	266	126	143	341	239	123	93	300	224	145	144	110	39	21	55	96	155	31
CNGA1	36	27	56	23	30	72	0	1	2	1	1	0	0	1	0	1	0	0	2	0
NIPAL1	47	51	146	57	48	163	14	6	6	25	15	10	7	3	2	2	3	9	4	0
TXK	6	4	6	1	6	12	8	3	3	3	9	4	14	7	3	3	2	1	3	0
TEC	40	21	60	27	27	83	86	44	41	142	86	77	46	49	35	19	25	39	46	7
SLAIN2	1226	1106	1941	921	1122	2937	483	290	215	712	537	444	255	253	80	38	143	280	371	89
SLC10A4	0	0	1	0	0	0	163	75	63	180	161	119	63	39	13	4	14	35	15	9
ZAR1	0	0	0	0	0	0	5	3	2	2	2	0	1	3	1	0	2	1	2	0
FRYL	1329	1179	2393	1016	1141	3362	806	389	269	1029	645	468	238	298	88	41	175	350	420	92
OCIAD1	1048	1268	2477	988	1024	2845	1806	1081	685	3051	2073	1564	2337	2741	604	351	414	960	1287	299
OCIAD2	2298	2299	3320	2198	1705	5628	1481	804	672	2043	1544	1106	2197	1655	950	479	273	477	326	80
CWH43	15	38	38	50	43	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCUN1D4	262	251	529	214	237	695	523	268	151	836	493	381	562	654	217	92	121	236	309	66
LRRC66	30	19	41	16	25	46	5	5	2	9	5	7	15	29	10	3	0	5	10	1
SGCB	703	677	998	498	658	1613	863	460	363	1281	882	724	707	774	298	145	176	331	585	80
SPATA18	108	106	217	102	111	245	148	77	71	148	139	105	106	160	18	11	30	70	62	12
USP46	326	311	492	259	333	885	332	164	91	405	242	232	146	160	35	16	74	138	125	20
DANCR	139	132	217	115	114	346	619	369	248	536	451	302	852	635	122	58	118	225	281	139
MIR4449	0	0	0	0	0	0	2	1	3	3	1	2	0	0	1	0	2	0	0	0
SNORA26	5	0	2	0	3	5	3	2	0	3	0	2	10	9	4	0	1	5	3	0
ERVMER34-1	97	72	109	66	71	205	12	5	8	33	26	15	27	5	3	2	3	9	10	1
LOC152578	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RASL11B	10	15	36	15	16	35	1	1	0	2	2	2	0	0	0	0	0	0	0	0
SCFD2	321	254	395	249	248	744	288	153	134	420	310	196	135	126	37	30	43	98	126	30
FIP1L1	1825	1518	2264	1421	1576	4524	588	361	293	974	824	582	859	591	368	127	165	435	576	78
LNX1	38	48	48	37	28	112	10	0	0	15	7	10	6	14	0	5	3	9	14	3
LNX1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LNX1-AS2	1	2	4	0	5	1	0	1	0	2	1	0	0	4	0	0	0	0	0	0
RPL21P44	0	0	5	0	1	0	4	0	1	1	0	0	11	6	0	0	0	1	0	0
CHIC2	56	88	182	73	67	204	133	70	38	184	132	107	80	116	49	16	26	60	35	12
GSX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDGFRA	2	2	3	0	1	5	23	7	3	23	17	14	1	2	1	0	5	8	13	2
KIT	3	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0
KDR	2	6	5	6	7	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SRD5A3	280	333	505	299	291	783	284	133	94	315	264	170	312	327	162	67	46	82	113	19
SRD5A3-AS1	1	0	0	0	0	2	2	0	0	1	2	1	5	4	2	0	0	0	0	0
TMEM165	1115	988	1424	756	1028	2545	1540	760	634	1970	1437	1137	1062	949	464	263	280	550	356	92
CLOCK	802	819	1617	784	748	2192	401	201	138	599	311	296	240	250	85	35	114	224	349	47
PDCL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMU	27	34	41	21	32	83	16	8	4	27	10	8	20	12	1	3	6	8	4	1
LOC644145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXOC1	630	717	1452	577	570	1713	722	352	222	1050	643	486	398	446	128	44	169	347	385	87
CEP135	112	122	236	98	82	332	327	173	147	511	312	247	111	107	32	21	66	163	353	36
KIAA1211	36	25	51	34	16	84	175	113	73	216	180	122	43	34	6	2	34	67	88	18
AASDH	131	173	323	142	150	394	229	99	68	341	229	153	112	173	42	20	39	92	101	21
PPAT	185	160	318	142	135	352	537	282	189	963	628	471	273	245	78	34	134	287	447	80
PAICS	2093	1942	3385	1884	1927	5420	5991	3153	2425	9733	6953	5204	4293	3833	1452	800	1061	2358	3158	640
SRP72	2116	1896	3747	1777	1971	5543	2018	994	691	3190	2095	1492	546	667	185	96	485	967	1694	283
ARL9	4	5	3	8	4	21	0	0	0	1	1	0	3	2	0	0	1	1	1	0
THEGL	0	1	0	0	2	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0
HOPX	30	51	91	63	34	186	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SPINK2	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	0	0	1	0	0
REST	675	633	1242	541	560	1639	518	259	215	781	571	419	211	382	41	21	132	292	483	81
NOA1	384	344	572	380	304	982	787	417	319	902	733	567	904	803	230	147	220	407	315	84
POLR2B	1890	1820	3392	1499	1732	5019	2874	1321	1096	4599	2978	2290	1343	1468	456	288	543	1232	1694	305
IGFBP7	972	848	1329	741	898	2372	1064	570	466	1197	1031	780	111	76	70	70	20	53	28	12
LOC255130	7	15	13	10	7	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0
LPHN3	12	22	15	19	19	28	0	0	0	1	0	0	0	3	4	0	0	2	0	0
TECRL	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC401134	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHA5	3	0	2	0	0	0	2	0	1	4	1	3	3	2	4	0	1	4	3	1
LOC100144602	0	0	0	0	0	0	0	1	1	1	2	1	3	8	1	0	0	4	0	0
CENPC1	123	115	238	92	99	270	252	134	84	408	262	221	143	148	32	14	72	161	172	25
STAP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
UBA6	547	765	1985	624	525	1708	864	426	227	1506	847	616	303	417	92	47	190	364	624	123
LOC550112	244	244	408	221	207	630	202	106	74	301	213	171	153	118	59	18	41	91	94	19
GNRHR	1	2	7	1	1	4	2	1	1	1	0	0	0	2	0	0	0	1	2	0
TMPRSS11D	334	299	667	354	370	1090	0	0	0	0	0	0	0	0	0	0	0	1	0	0
TMPRSS11A	1	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPRSS11GP	3	3	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPRSS11F	9	12	36	10	18	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC550113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT14L	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FTLP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPRSS11BNL	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPRSS11B	10	10	12	7	10	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YTHDC1	1368	1299	2065	1071	1233	3287	1285	702	511	1971	1417	1058	798	783	249	150	322	652	844	166
TMPRSS11E	119	138	200	135	132	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B17	12	4	6	2	3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B15	1	0	1	3	0	2	2	4	0	11	3	0	9	10	0	0	0	3	7	0
UGT2B10	0	0	0	0	0	0	1	1	0	0	0	3	6	5	0	0	1	0	0	0
UGT2A3	0	0	0	0	0	0	2	1	1	1	0	1	1	0	0	0	0	0	0	0
UGT2B7	11	7	13	4	11	28	6	1	1	11	6	5	14	12	8	1	0	4	4	2
UGT2B11	0	0	0	0	0	0	4	0	0	7	2	1	4	5	0	0	0	1	2	0
UGT2B28	0	0	0	0	0	0	0	1	0	2	2	0	0	1	0	0	0	0	1	0
UGT2B4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
UGT2A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT2A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SULT1B1	2	1	1	3	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SULT1E1	20	16	16	8	6	37	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CSN1S1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSN2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STATH	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HTN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSN1S2AP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CSN1S2BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4orf40	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ODAM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FDCSP	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CSN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CABS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MUC7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMTN	46	58	51	57	58	185	1	0	0	2	1	0	0	0	0	0	0	0	0	0
AMBN	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENAM	0	0	0	0	0	0	4	1	2	5	0	2	0	7	0	0	0	0	0	0
IGJ	0	0	0	0	0	0	1	1	0	7	5	1	15	11	1	2	0	0	0	0
UTP3	737	742	1266	731	704	2234	797	499	322	1189	963	708	784	790	264	142	151	372	434	73
RUFY3	524	518	811	369	494	1319	244	146	107	374	237	202	418	404	173	77	49	106	159	33
GRSF1	865	784	1643	733	820	2450	2230	1073	794	3239	2385	1826	1129	1323	343	195	467	914	867	202
MOB1B	627	569	829	432	537	1303	221	111	77	314	174	141	264	247	85	40	76	141	176	33
DCK	150	193	369	119	127	353	442	250	142	742	476	313	57	113	20	6	90	241	390	52
SLC4A4	13	8	16	6	6	19	115	68	42	139	95	64	154	218	22	12	10	30	31	14
GC	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NPFFR2	1	4	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS3	6	2	7	2	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0
COX18	151	163	343	127	135	397	299	162	114	409	274	224	270	260	71	47	99	126	96	42
ANKRD17	3862	3293	5365	3026	3345	9267	1825	838	719	2364	1887	1401	870	899	323	165	480	1008	1232	188
ALB	0	0	0	0	0	2	0	0	0	3	0	0	22	12	6	1	0	0	1	0
AFP	2	17	21	4	5	14	8	4	2	7	4	3	4	3	0	1	0	0	3	0
AFM	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0
LOC728040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASSF6	1381	1239	2214	1042	1156	3109	136	90	65	225	148	118	128	119	44	20	28	77	79	11
IL8	660	672	927	2770	3204	8155	1442	854	581	3582	2216	1683	4959	5704	3139	1711	14	25	88	23
CXCL6	10	8	23	35	21	125	5	3	7	14	20	11	5	2	3	0	0	0	0	0
PF4V1	0	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL1	736	864	1246	1952	1966	5513	1455	930	827	3042	2484	1908	6198	5108	3464	2195	14	44	59	16
PF4	0	0	0	0	0	0	4	3	1	6	9	7	3	11	0	2	0	0	0	1
PPBP	14	2	13	3	12	28	0	1	0	4	2	3	15	11	5	4	0	0	6	0
CXCL5	19	5	27	149	126	443	10752	6290	4475	25966	17741	13767	15066	15141	12430	6770	618	1408	3139	585
CXCL3	63	49	39	153	234	527	433	302	265	937	852	638	2698	2239	1477	765	10	45	29	9
PPBPP2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0
CXCL2	297	302	320	554	708	1850	506	307	244	1061	900	676	5089	4777	2684	1274	11	36	35	9
MTHFD2L	26	37	38	40	28	134	117	80	48	150	143	91	148	112	75	37	20	74	57	8
EPGN	96	125	184	73	78	187	1	0	0	1	0	3	2	1	0	0	1	1	4	0
EREG	113	149	294	198	183	594	691	422	306	1474	873	739	167	155	101	65	276	614	1387	281
AREG	66	67	82	78	46	147	152	98	65	273	181	170	23	41	8	19	33	59	41	11
BTC	5	7	14	5	6	8	42	24	13	63	41	31	9	19	15	4	15	28	28	5
PARM1	20	18	28	17	18	38	93	52	39	116	80	70	153	164	32	21	25	55	51	12
LOC441025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
